minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,9.28926692691583,12.637409441262626,5.759237990701403
1343,6.134636539756975,8.142434556879193,6.763183571337396
1344,8.304939220079456,10.063473308851098,5.991976155082609
1345,9.004803339029168,15.820721578016707,4.404166310080645
1346,6.841699064183522,10.10305510427161,4.440059079151503
1347,11.563680208391759,12.103889970011284,5.088966080667571
1348,13.05054178570011,13.30634015596333,4.7263525112284395
1349,12.47872858950227,13.012973886951897,4.371804946010933
1350,9.675376231668569,11.060514114663032,4.882009819460822
1351,10.10108677842044,14.720588700324285,4.617849272565788
1352,7.490890814892987,11.074793506604824,4.623489686047871
