minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1342,1.871572712515494,6.9123609893927265,8.135687682711724
1343,2.427956993637508,4.3859136210083935,5.775811853592668
1344,2.0417956959404155,5.651689590398884,7.586989948560055
1345,1.62616909841413,5.3531092020624635,11.548453353543586
1346,1.6708569420050026,4.52945574756531,7.658373279080022
1347,1.825687488654412,7.179176654135609,6.970591311524892
1348,1.7541894410228889,6.9811033433284795,7.928983295467305
1349,1.6679655543678866,6.192131439892584,7.174365347602952
1350,2.2018416610646394,5.458229720193891,8.05996570319996
1351,1.8634206889020568,6.096654439743713,8.000682768371043
1352,1.8172274329748568,4.7069882872614945,8.967794514827542
1353,1.993026793948078,5.810262047744899,8.483844804032325
1354,2.5882191612217045,9.13004849190094,4.248785032650589
1355,,,208.15291579837418
