minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1342,2.8678014094596893,17.013998909774674,25.638012723112574
1343,4.724653212845965,9.353858396247754,19.013117029871612
1344,3.2062160730305354,11.236888750649813,33.89752204794195
1345,2.9982163302891207,9.48994410477998,46.168737978030975
1346,3.3457272127911244,8.466483737697965,23.282371853912004
1347,3.2543669515200144,14.39027881660761,34.95886475564977
1348,3.62268776114354,11.03908327403773,40.925852156916
1349,2.9702208651888715,11.511776607351235,42.01580022852104
1350,5.28601367112707,9.229952262203117,30.80465479156819
1351,3.840023188632752,8.741241855882102,40.66544363332064
1352,3.4197858094217013,8.222802983658317,33.18487079654769
1353,,,
