,timestamp,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running,target,Contr,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
0,2023-07-21 00:53:37.653,0.0,276.0,0.2909763719047619,0.24186007714285715,0.0,0.0,os_cp,0.0,21.95,12.43,623996991.0,137.0,338021630110.0,29697377.0,0.2010713166666667,12.0,31.874644,2.43,2.0,4.7,00:00:00,115.05
1,2023-07-21 00:53:38.653,0.0,276.0,0.08107440142857143,0.09164759809523809,0.0,0.0,os_cp,0.0,20.07,8.55,180601043.0,123.0,338051327487.0,29044461.0,0.21775003333333334,13.0,29.697377,2.43,0.0,4.7,00:00:00,102.93
2,2023-07-21 00:53:39.653,0.0,276.0,0.06583274380952381,0.08105052428571428,0.0,0.0,os_cp,0.0,19.91,8.14,133697593.0,108.0,338080371948.0,29394294.0,0.23443021666666666,14.0,29.044461,2.43,0.0,4.5,00:00:00,88.09
3,2023-07-21 00:53:40.654,0.0,276.0,0.06128321904761905,0.08375216190476191,0.0,0.0,os_cp,0.0,20.03,8.77,123000684.0,104.0,338109766242.0,28970794.0,0.25111028333333335,15.0,29.394294,2.32,0.0,4.4,00:00:00,83.97
4,2023-07-21 00:53:41.654,0.0,276.0,0.05758508523809524,0.07205749761904762,0.0,0.0,os_cp,0.0,19.86,7.94,120922855.0,97.0,338138737036.0,29394832.0,0.26778929999999995,16.0,28.970794,2.32,0.0,4.2,00:00:00,77.14
5,2023-07-21 00:53:42.655,0.0,276.0,0.05767617142857143,0.07678193142857143,0.0,0.0,os_cp,0.0,20.04,8.6,120646917.0,96.0,338168131868.0,28988423.0,0.2844689,17.0,29.394832,2.32,0.0,4.1,00:00:00,75.96000000000001
6,2023-07-21 00:53:43.655,0.0,276.0,0.0566534680952381,0.06845487619047619,0.0,0.0,os_cp,0.0,19.95,7.85,120771571.0,96.0,338197120291.0,29504795.0,0.30114891666666666,18.0,28.988423,2.32,0.0,3.9,00:00:00,76.05
7,2023-07-21 00:53:44.655,0.0,276.0,0.05883786047619048,0.07836100619047619,0.0,0.0,os_cp,0.0,19.98,8.72,122791556.0,95.0,338226625086.0,28831917.0,0.3178283333333333,19.0,29.504795,2.32,0.0,3.8,00:00:00,75.02
8,2023-07-21 00:53:45.656,0.0,276.0,0.057242840952380955,0.07051810761904762,0.0,0.0,os_cp,0.0,19.8,7.64,120412477.0,99.0,338255457003.0,29164740.0,0.33450786666666665,20.0,28.831917,2.32,0.0,3.7,00:00:00,79.2
9,2023-07-21 00:53:46.656,0.0,276.0,0.05716244142857143,0.07345737095238095,0.0,0.0,os_cp,0.0,19.93,7.81,119664798.0,89.0,338284621743.0,28770095.0,0.35118761666666665,21.0,29.16474,2.21,0.0,3.7,00:00:00,69.07
10,2023-07-21 00:53:47.656,0.0,276.0,0.05684199095238095,0.06842313142857143,0.0,0.0,os_cp,0.0,19.76,7.72,119878299.0,88.0,338313391838.0,29288738.0,0.3678665,22.0,28.770095,2.21,0.0,3.6,00:00:00,68.24
11,2023-07-21 00:53:48.657,0.0,276.0,0.05734580238095238,0.07479808142857143,0.0,0.0,os_cp,0.0,20.06,8.6,130007554.0,100.0,338342680576.0,29121703.0,0.38454505,23.0,29.288738,2.21,0.0,3.5,00:00:00,79.94
12,2023-07-21 00:53:49.657,0.0,276.0,0.06146517095238095,0.07336737380952381,0.0,0.0,os_cp,0.0,19.95,7.79,120283659.0,106.0,338371802279.0,29508609.0,0.4012261833333334,24.0,29.121703,2.21,0.0,3.4,00:00:00,86.05
13,2023-07-21 00:53:50.657,0.0,276.0,0.057631738571428566,0.07547216095238095,0.0,0.0,os_cp,0.0,19.94,8.42,120493413.0,102.0,338401310888.0,28780608.0,0.41790594999999997,25.0,29.508609,2.11,0.0,3.4,00:00:00,82.06
14,2023-07-21 00:53:51.658,0.0,276.0,0.05676402238095238,0.0680731038095238,0.0,0.0,os_cp,0.0,19.78,7.79,120036997.0,96.0,338430091496.0,29272378.0,0.43458563333333333,26.0,28.780608,2.11,0.0,3.3,00:00:00,76.22
15,2023-07-21 00:53:52.658,0.0,276.0,0.05747746,0.07481988523809524,0.0,0.0,os_cp,0.0,20.52,9.57,131327264.0,93.0,338459363874.0,29833689.0,0.45126305,27.0,29.272378,2.11,0.0,3.2,00:00:00,72.48
16,2023-07-21 00:53:53.659,0.0,276.0,0.062318014285714284,0.07740619904761904,0.0,0.0,os_cp,0.0,20.15,8.43,121488319.0,97.0,338489197563.0,29535424.0,0.46794145,28.0,29.833689,2.11,0.0,3.2,00:00:00,76.85
17,2023-07-21 00:53:54.659,0.0,276.0,0.05786718142857143,0.07542163142857143,0.0,0.0,os_cp,0.0,19.98,8.31,119739173.0,92.0,338518732987.0,29050621.0,0.48462001666666665,29.0,29.535424,2.11,0.0,3.2,00:00:00,72.02
18,2023-07-21 00:53:55.659,0.0,276.0,0.057021161428571436,0.0694072461904762,0.0,0.0,os_cp,0.0,19.98,8.31,119739173.0,92.0,338518732987.0,29050621.0,0.48462001666666665,29.0,29.535424,2.11,0.0,3.2,00:00:00,72.02
19,2023-07-21 00:53:56.660,0.0,276.0,0.057185921904761905,0.07303098523809523,0.0,0.0,os_cp,0.0,19.79,8.09,120661699.0,98.0,338547783608.0,29123491.0,0.5012985,30.0,29.050621,2.11,0.0,3.1,00:00:00,78.21000000000001
20,2023-07-21 00:53:57.660,0.0,276.0,0.05708405761904762,0.06940479,0.0,0.0,os_cp,0.0,19.8,7.99,119931355.0,96.0,338576907099.0,28790352.0,0.5179786666666667,31.0,29.123491,2.03,0.0,3.1,00:00:01,76.2
21,2023-07-21 00:53:58.660,0.0,276.0,0.0578468680952381,0.07253929476190477,0.0,0.0,os_cp,0.0,19.85,7.39,122984424.0,101.0,338605697451.0,29040782.0,0.53465535,32.0,28.790352,2.03,0.0,3.0,00:00:01,81.15
