minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1113,,,,
1115,,7.523308843321988,17.42224178968249,30.81826094126088
1116,,8.165734233799126,21.126223165435604,25.90374904124859
1117,,9.13856484402521,19.285325862688783,22.718440055839675
1118,,9.299524850558345,19.597937384743993,30.091181812424157
1119,,10.27744193878005,20.962365821666328,27.24474208420572
1120,,6.541506271703864,15.671283883211093,30.368848273163945
1121,,9.03562573325675,17.11956595364633,25.664136816977194
1122,,9.880530809639664,20.68864538968251,23.143297244966757
1123,,8.510673445308491,18.567861366598752,33.85541074953306
1124,,7.492112559997847,16.507881595488374,20.35834609939478
1125,,10.432461177622946,29.455308192751662,45.80771107670745
1126,,,,
