minute,perf_rapl,ipmi,x_rest
1115,89.0023076923077,235.15384615384616,146.15153846153845
1116,88.60783333333333,232.86666666666667,144.25883333333334
1117,89.36186440677967,234.84745762711864,145.48559322033898
1118,86.7265,231.65,144.9235
1119,91.64883333333334,235.1,143.45116666666667
1120,87.89266666666667,231.43333333333334,143.54066666666668
1121,87.41366666666666,229.5,142.08633333333333
1122,90.55183333333333,235.1,144.54816666666665
1123,94.869,240.55,145.681
1124,92.02389830508474,236.54237288135593,144.5184745762712
1125,93.2125,237.95,144.7375
1126,93.23400000000001,239.2,145.966
