minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1113,,,,
1115,,6.52965345568436,8.182844514559424,11.975689709778052
1116,,7.087229285456644,9.92252325673833,10.065956071603756
1117,,7.931571434389796,9.057894205121684,8.828174611068675
1118,,8.071272340570058,9.204720974564893,11.693153519368078
1119,,8.920029161200604,9.845563059375742,10.58705350198876
1120,,5.677524334299611,7.36045802301854,11.801052124775108
1121,,7.842228203325849,8.04068431873061,9.972844988729442
1122,,8.57554082768076,9.717002581199617,8.993270165216003
1123,,7.386609991651158,8.720916881130107,13.15589789139167
1124,,6.502577481076086,7.7533896034340515,7.911064039444379
1125,,9.054573937932263,13.834511653514811,17.800450687837134
1126,,,,
