minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1113,,11.099656745931254,25.80952776730973,19.056612526378196
1115,,14.968518633046695,31.99465300084412,36.607847224156394
1116,,14.173195565533783,37.30206393749434,35.96881466232884
1117,,13.387672152220025,37.69297044699364,33.42598051141791
1118,,21.691536594111565,40.34394891204054,39.36426874854169
1119,,17.152446864637106,32.3825824238004,31.509434701979384
1120,,14.505109170354409,35.997466130860126,32.56395453453158
1121,,11.324930786391523,37.87604196351652,33.72317990308072
1122,,13.092081390519747,35.13797197524285,28.62749923659049
1123,,17.083520879295374,33.48837871163274,33.88857274064575
1124,,12.20155425393494,31.84306681930226,22.495178659310728
1125,,,,
