minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1113,,5.789791267847652,13.021182751762701,6.971613322642789
1115,,8.200140852580553,16.95262330095201,14.065361849170857
1116,,8.031723287542341,20.44517524750183,14.295564621852714
1117,,7.349661581648775,20.01426543557504,12.87006257721639
1118,,12.20732099404762,21.95965280669522,15.536974896640714
1119,,9.297572486816346,16.97743152059969,11.978938387705385
1120,,7.889484877575607,18.937236174886458,12.422214241542207
1121,,6.214159573677909,20.10149931210237,12.97805449307116
1122,,7.139672356242301,18.533749772569067,10.949321968485275
1123,,9.407310178888663,17.83607216675236,13.088069380911222
1124,,6.42801857655018,16.225342514815438,8.311619315835921
1125,,,,
