minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,15.025807362041558,8.999366606976752,20.157772246533145
1089,18.201875950053875,10.597801426240142,18.686781085089844
1090,15.376384183714556,8.994145837248697,17.906194873214936
1091,14.870780214037644,9.004683064889548,18.651413627944763
1092,19.55095884899264,12.864825809524438,25.27442447703848
1093,19.051362522637366,11.828286839318986,30.854896049120455
1094,16.679421964605933,9.30688777032528,26.649618073936658
1095,17.829004655807285,9.837157173157998,31.56577346115656
1096,16.426414476376188,9.317932729979265,36.84529575649634
1097,19.30548962086392,11.082619618397114,48.77144326914345
1098,20.394950408626862,13.3995998842241,65.79366441778416
1099,17.65050673038371,11.793822391277468,58.250131886510175
