minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,15.115063924616928,7.416814349019955,15.441849680592721
1089,17.442641230960763,8.962004560877402,14.88800912141592
1090,14.06557801724344,7.020026967439607,14.404435332201812
1091,13.597790282649992,7.135377928911513,15.97965750669596
1092,15.637532888936743,10.701173586259566,21.00991140559169
1093,14.989518059844618,9.003400369392589,26.74597247539905
1094,12.793196873525863,7.886098657289953,22.597341157097084
1095,14.759391773323049,8.155425904059687,26.982484485962015
1096,14.491186617364349,7.155831149597386,31.090952730707706
1097,16.832448025502835,8.127157343101791,41.61067441536098
1098,18.919946869194472,9.637572607557429,54.54890988448406
1099,17.46303674020489,8.41270004699917,47.817235945719645
