minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,1.4558412166666663,0.9534888166666665,1.9174412333333335
1089,2.2457895000000003,1.397434466666667,2.5704153499999998
1090,1.465813566666666,0.9858559499999999,2.174887216666667
1091,1.2065607833333334,0.8292787166666664,2.5191204999999997
1092,1.9304218333333334,1.4259411500000003,3.7953724500000012
1093,1.9690009500000003,1.4395476166666659,3.8093620833333324
1094,1.4361854166666668,0.7779639500000002,3.7002692
1095,1.8676023833333335,0.8063777499999997,4.318160433333334
1096,1.313577233333333,1.0187959166666665,3.4967630666666665
1097,1.7301170166666666,1.1825576333333339,6.267136066666666
1098,1.846874366666667,1.8598036833333331,7.979564733333333
1099,0.9706104999999999,0.7199271833333333,2.7671234666666664
