minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,4.0368968849853255,2.959123057057258,6.797389121482218
1089,4.319614521172404,3.614355948975181,6.66927286817796
1090,3.6486041970258123,3.0389080642674338,6.000197526258329
1091,4.335438937781249,2.6503294564032718,5.918919740217222
1092,5.933349324960182,3.879102398472671,7.316680089511712
1093,5.538844603846786,3.7943779234069104,8.886577009296584
1094,4.912713742339264,2.7983527716316616,7.466845465403564
1095,4.709037329684575,2.788334968957359,8.563671063805602
1096,4.189914075336155,2.6143519922721,9.765403491640638
1097,4.702284964130396,3.2890836927631963,12.066313174474598
1098,5.00561092120728,4.659959608962868,15.653088311354983
1099,4.322096420899809,3.5267560734250236,13.691038693511214
