,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
0,87.35047299999998,57.20932899999999,115.046474
1,134.74737000000002,83.84606800000002,154.224921
2,87.94881399999997,59.151357,130.493233
3,72.393647,49.75672299999999,151.14722999999998
4,115.82531,85.55646900000002,227.72234700000007
5,118.14005700000001,86.37285699999995,228.56172499999994
6,86.171125,46.67783700000001,222.016152
7,112.056143,48.38266499999998,259.08962600000007
8,78.81463399999998,61.12775499999999,209.805784
9,103.80702099999999,70.95345800000003,376.02816399999995
10,110.81246200000001,111.58822099999999,478.77388399999995
11,58.23663,43.195631,166.02740799999998
