minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,19.863825644731428,12.576161592522057,27.16027931019026
1089,24.237439321535167,14.938442910855883,25.06487916721595
1090,19.848829849339968,11.996796696878498,24.236050083146043
1091,20.082484439046286,12.251789197427764,25.653326972446354
1092,23.88037796448035,18.48016801321627,33.43510318422676
1093,22.948495108458093,17.090471983195172,40.71411937247189
1094,19.964470499374254,14.142108420951427,34.858905609553965
1095,21.62882589782907,14.521937368185819,42.29467057792438
1096,20.416126189925112,13.020861005932339,49.95442383394505
1097,24.22602581917897,15.011491780632022,66.06114723332999
1098,25.538223171609204,18.424215007091796,88.25276425946656
1099,22.336783787581183,16.16712790712266,77.88230131421166
