minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1088,15.99471097528307,8.129428354814255,15.208450186403713
1089,17.783287961393732,9.367647577368276,15.186515979293096
1090,14.60628577477562,7.544142537327108,14.431372829344113
1091,13.502733949737639,7.249153361959551,15.595989812283532
1092,17.29337970963955,10.188480907254494,21.042570721332893
1093,16.20783704631411,8.31966754838361,26.838996120134595
1094,14.188252141718543,6.721106754406781,22.52549912120621
1095,16.032726945746067,7.211027522538366,25.756511783692734
1096,15.181583022602071,6.825869713765761,28.969025697794375
1097,17.19861705584044,8.006217625393216,38.623560938273364
1098,19.35472299855706,9.252373735162205,50.35814696289188
1099,17.616349044290263,7.938472587040397,43.79262177657571
