minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1318,-1.2217904616364523,3.2920825504969016,6.360718151465243
1319,-1.5541640152973721,3.3694041655326976,6.821866406683078
1320,-1.6499301167333031,6.125030146854814,7.397478542775074
1321,-1.6671002586170407,6.597592893184755,5.77407151960238
1322,-1.7581388648856413,10.396302416545888,10.133328011295902
1323,-1.6761562510640646,5.393149423340217,10.476622073309645
1324,-1.720832273927004,8.62587143411895,16.25825234422573
1325,-1.451704668371594,2.4376929435528076,5.077633812296951
1326,-1.6153901993306614,3.99885307164543,7.420885130534508
1327,-1.5749383669458827,3.7699023185127656,5.912146309696083
1328,-1.5939110083745118,3.4952145203683327,5.9621090574231905
1329,-1.6460174355098005,3.8647038305939527,12.634606922503108
1330,-1.6915498716698494,6.236784100569208,7.5995027741981875
1331,-1.6915923834191242,6.68336896652911,11.319796526727991
1332,-1.6936065141985022,4.35065097608564,19.055964956824855
1333,-1.572138155809878,2.799945632080796,9.105138254817264
1334,-1.6115402285878306,3.6860364285284706,6.620804156221582
1335,-1.632323911837203,4.024148710549558,7.084061269944475
1336,-1.6323169276422984,3.7744086681946354,11.767581989204976
1337,-6.707591262716943,29.573159131578446,-2.3305675534746704
