minute,perf_rapl,igpm,x_rest
1088,38.227045454545454,70.708879525403,32.48183407085755
1089,44.33716666666667,71.7290523099069,27.391885643240236
1090,39.3645,68.43130798514012,29.06680798514012
1091,40.63433333333333,67.52164361300483,26.88731027967149
1092,40.766666666666666,73.73425317955744,32.967586512890776
1093,46.73883333333333,75.93904079575036,29.200207462417026
1094,37.64033333333334,70.36361386414397,32.72328053081065
1095,51.464666666666666,81.94744544025015,30.48277877358347
1096,46.425333333333334,75.87150465250396,29.44617131917062
1097,54.500847457627124,86.28624825363968,31.78540079601257
1098,54.293,88.87905602560087,34.58605602560088
1099,55.61146341463415,91.58233227436467,35.97086885973053
