minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1028,11.24494756466721,34.45543915540018,2.3007900258481815,0.4143687258065555
1029,11.032686058952619,39.17492711025034,2.200627839770291,0.43022779528541316
1030,11.37546306267978,35.696269401324535,2.09163179407386,0.42099927821191385
1031,10.45766077752543,38.373318384207096,2.0502217935712026,0.4323689671573539
1032,10.969655237016958,36.522412694195275,2.066664809657094,0.3902589968481097
1033,12.168308726640074,37.77020791055582,2.009736734740699,0.39987457944421567
1034,11.699690041409122,35.17972682672187,1.9491456183431897,0.3988589813804307
1035,10.962205852311685,37.176550472695524,1.9230537831524528,0.39173970620613274
1036,12.069060936873203,34.0174555129395,1.9023129590409729,0.43887284848103214
1037,11.995636473739818,32.91540371114213,1.914887148612584,0.4329122578881085
1038,11.941577213309834,35.42393558181134,1.8743310466667524,0.4391073593553165
1039,11.819655978733687,34.8210646827804,1.885519671693746,0.42412374049673557
1040,11.916721864364698,36.21201957996398,1.8859414873652398,0.4028696510805111
1041,10.425461541554773,37.03847116858448,1.8529043744038245,0.4084131679250876
1042,11.044555700782732,37.65378731792865,1.8981731799073496,0.39502689037710514
1043,11.826571621669014,33.874181996964666,1.924450696867714,0.3908020972199036
1044,11.294567081169504,36.555117751005405,1.9039823389574744,0.3977571028110114
1045,11.484856742754706,37.588300554677375,1.897900467055969,0.41865928776190076
1046,12.059237589320315,35.12217959850946,1.8173321325127694,0.4456863917542837
