minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1028,4.872860329176315,15.471741228590965,1.0053104961000772,0.18655978957714206
1029,4.8019069697204175,17.558035702276243,0.9547884531688928,0.2124033795536936
1030,4.912817331456069,16.014116129237202,0.9425056912618319,0.19974029753335443
1031,4.518099093087474,17.286664670001137,0.9034417120598763,0.2139508500209695
1032,4.745750730620507,16.50960100017275,0.9343284500744788,0.18106447138922946
1033,5.285723559598774,17.078908862132387,0.8914205399738433,0.1884747510459318
1034,5.096671161277152,15.947558206767411,0.8588348608309546,0.18953758129696818
1035,4.756678297138316,16.82607731056364,0.8482739855112624,0.17946628101520531
1036,5.2619179266765785,15.355044269914664,0.8272177369834861,0.2239779222783454
1037,5.192754514835613,14.821074240371566,0.8540551381868123,0.22121130035278325
1038,5.197434632600312,15.997416998293408,0.8249693826898387,0.2282924334586343
1039,5.1116408135637945,15.741503235688187,0.8333678089882974,0.2116462458259587
1040,5.111444516908658,16.361951537826684,0.8376463593603507,0.19634980116123363
1041,4.470847026951053,16.697592683533383,0.8190308938761898,0.19874494594550587
1042,4.71668925852432,16.994668654644695,0.8635725813253976,0.18417800557957242
1043,5.098940574851201,15.306527437674765,0.8793012455578263,0.18198252580861973
1044,4.905763971692507,16.536132539455878,0.8637853558296825,0.18614780488466784
1045,4.960222313867278,16.91367414927632,0.865068050620477,0.20409249107171024
1046,5.17026298148146,15.846591466801682,0.8282732222334585,0.2135373668666596
