,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
0,78.740109,43.32934799999999,30.131588,67.52414100000001
1,73.11921899999999,53.70347899999999,38.452928,47.74026999999999
2,70.75169299999997,61.22247099999999,30.512567999999998,46.51657099999999
