minutes,dd-0-0.0.1,image_processing-0-0.0.1,model_training-0-0.0.1
1090,0.02522673761136371,9.681101959740207,43.91659569273582
1091,0.02081672571461075,9.090037229321487,43.346261603992474
1092,0.021128308791174825,8.329243090465528,44.310431417640075
1093,0.023482269088362928,10.809446060784287,41.92231175751382
1094,0.031339043724933686,15.408537593247361,36.927894349314045
1095,0.02082597172564908,12.800369693212831,38.96848586644903
1096,0.024996457924740537,10.084133888094636,43.85144216954869
1097,0.023293071968128305,9.277893534388717,43.87498228029333
1098,0.026397819924618617,10.134656538081082,40.72046300865163
1099,0.02486469530960592,10.603961004179709,42.23204810151631
1100,0.024113699155172325,13.340190028162873,40.16168246797052
1101,0.01733459784677386,7.634695882738936,44.275947462627535
1102,0.014027495106349847,7.432324799434405,47.52550605324247
1103,0.012356358212024784,7.117331195938106,47.350310742568006
1104,0.01477850985925348,15.157560671253044,41.27690830534316
1105,0.012698763828552022,13.45575157320357,40.962526081843244
1106,0.010953639751102456,9.346551522798785,44.112708820320165
1107,0.03086568059886843,9.4836774488745,55.64337210633786
