,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,244.19102700000002,347.8309109999999,158.11494899999994,0.0
1,146.809324,138.954932,65.257382,0.0
2,125.80069600000003,140.97053599999998,76.41203499999999,0.0
3,122.899194,153.79925799999995,76.46874199999999,0.0
4,124.61814900000002,132.84135300000003,51.620001999999985,0.0
5,144.600617,163.323747,58.64819400000001,0.0
6,131.534595,149.32044700000006,72.42980200000001,0.0
7,121.35546399999996,138.35284000000001,87.68768700000003,0.0
8,124.41288299999997,174.51834199999996,77.01232299999997,0.0
9,136.19281800000002,154.27120000000005,60.21629599999999,0.0
10,130.603738,213.55672799999994,80.21306600000003,0.0
11,85.54516799999996,111.77966,52.523571,0.0
