minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,4.069850450000001,5.7971818499999985,2.635249149999999,0.0
1097,3.6166666666666667,3.1666666666666665,2.1,0.0
1098,3.066666666666667,3.3666666666666667,2.3666666666666667,0.0
1099,2.9833333333333334,3.6,2.45,0.0
1100,3.033333333333333,3.1666666666666665,1.5833333333333333,0.0
1101,3.5166666666666666,3.7666666666666666,1.9,0.0
1102,3.25,3.5166666666666666,2.2,0.0
1103,3.05,3.25,2.75,0.0
1104,3.05,4.05,2.3666666666666667,0.0
1105,3.3666666666666667,3.6166666666666667,1.8666666666666667,0.0
1106,3.2,4.933333333333334,2.45,0.0
1107,2.066666666666667,2.55,1.65,0.0
