minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,24.172353014165832,26.401100544866395,12.322542447676138,0.0
1097,25.74403177761061,27.175396131473445,12.933714134763632,0.0
1098,25.454887397233826,27.344393785434377,13.402271234002844,0.0
1099,25.268924924653938,28.15516581333709,13.199561471086263,0.0
1100,26.344427357431126,27.6861418720137,14.011351776517376,0.0
1101,25.354534391906117,27.527147299340207,12.872362011915076,0.0
1102,26.05667626942071,26.689919091049536,13.21442659980822,0.0
1103,25.827242976822607,26.81923301336509,13.142183482076184,0.0
1104,24.473117522736402,27.48594720592493,13.08314756198049,0.0
1105,24.46387277922171,27.718406387024437,12.940667700025168,0.0
1106,23.845901844462638,26.82497056840423,12.847228337969339,0.0
1107,,,,
