,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,244.19102700000002,347.8309109999999,158.11494899999994,0.0
1,217.0,190.0,126.0,0.0
2,184.0,202.0,142.0,0.0
3,179.0,216.0,147.0,0.0
4,182.0,190.0,95.0,0.0
5,211.0,226.0,114.0,0.0
6,195.0,211.0,132.0,0.0
7,183.0,195.0,165.0,0.0
8,183.0,243.0,142.0,0.0
9,202.0,217.0,112.0,0.0
10,192.0,296.0,147.0,0.0
11,124.0,153.0,99.0,0.0
