minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,4.069850450000001,5.7971818499999985,2.635249149999999,0.0
1097,2.446822066666667,2.3159155333333334,1.0876230333333334,0.0
1098,2.0966782666666672,2.349508933333333,1.2735339166666664,0.0
1099,2.0483199,2.563320966666666,1.2744790333333331,0.0
1100,2.0769691500000005,2.2140225500000006,0.8603333666666664,0.0
1101,2.4100102833333334,2.72206245,0.9774699000000002,0.0
1102,2.1922432499999998,2.4886741166666675,1.2071633666666668,0.0
1103,2.0225910666666658,2.305880666666667,1.4614614500000005,0.0
1104,2.0735480499999994,2.9086390333333325,1.283538716666666,0.0
1105,2.2698803,2.5711866666666676,1.0036049333333332,0.0
1106,2.1767289666666665,3.559278799999999,1.3368844333333338,0.0
1107,1.4257527999999993,1.8629943333333334,0.87539285,0.0
