minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1095,47.34281736908971,44.34808003006748,22.946234416407947,0.0
1097,52.081587580517855,47.152112553090774,24.877506084748475,0.0
1098,52.83510001670088,48.67850969495937,26.4487827026815,0.0
1099,52.04333245695452,49.734074700475595,25.84721572076417,0.0
1100,56.03257236391804,50.50470726920686,28.333991981256162,0.0
1101,51.96175170364868,48.384579484526874,25.082009079162187,0.0
1102,53.43512825842503,46.943202752779285,25.76511551052921,0.0
1103,53.734424113136555,47.85623457411699,25.99668720305143,0.0
1104,49.60686644768315,47.783815750730334,25.21393741483317,0.0
1105,50.889696703971374,49.452759565247256,25.59394722942342,0.0
1106,47.11601102452813,45.458137433094144,24.134601804732895,0.0
1107,,,,
