minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1131,4.212636016666666,5.074124483333332,2.081591166666667,0.0
1133,1.8521195666666666,2.3152027000000004,1.1718705166666663,0.0
1134,1.9021430833333322,2.7542035666666664,1.1677186333333331,0.0
1135,2.255244283333333,2.6269473833333326,1.3410738333333334,0.0
1136,1.4839464166666667,2.706824766666666,1.0434445166666666,0.0
1137,1.785478483333334,2.9325691666666676,1.1977813833333333,0.0
1138,2.086031283333333,2.3674455500000002,1.1154905,0.0
1139,2.2278675666666667,2.0807437,0.9755953666666665,0.0
1140,2.310459816666666,3.1224992499999993,1.0539542333333334,0.0
1141,2.410807866666666,2.89623235,1.16724045,0.0
1142,2.076885266666667,2.4717177499999994,1.1936549499999998,0.0
1143,2.468679466666666,2.4362436166666672,1.0205771333333333,0.0
1144,2.164990516666666,2.21948385,0.8471428833333335,0.0
