,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,252.75816099999994,304.4474689999999,124.89547000000002,0.0
1,161.0,197.0,130.0,0.0
2,172.0,236.0,130.0,0.0
3,200.0,217.0,148.0,0.0
4,132.0,225.0,112.0,0.0
5,159.0,240.0,133.0,0.0
6,187.0,200.0,126.0,0.0
7,196.0,170.0,106.0,0.0
8,208.0,256.0,118.0,0.0
9,213.0,242.0,135.0,0.0
10,182.0,206.0,136.0,0.0
11,218.0,203.0,113.0,0.0
12,189.0,179.0,93.0,0.0
