minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1131,24.019313638704755,58.62866609910107,15.11900086649185,0.0
1133,25.871899539999667,64.69692305835862,17.781186571474688,0.0
1134,25.699713319842303,62.21360591355074,16.745705041028607,0.0
1135,24.95909381692503,58.728901797168966,16.25530287200176,0.0
1136,24.96100207085439,61.783463119877624,16.749920422491044,0.0
1137,24.01722281372316,59.22096678343126,16.164859658238502,0.0
1138,26.34781962402908,62.87139073780455,17.118486284935273,0.0
1139,27.4081795030716,66.63248735755256,17.239857837551426,0.0
1140,24.587359245883718,59.42279038889854,15.734468493259307,0.0
1141,23.79013390301247,58.487629352051194,15.615594709843961,0.0
1142,25.64487063151835,62.94965060755575,16.867227636709387,0.0
1143,26.067017639635747,64.06881102317992,16.42527259648515,0.0
1144,,,,
