,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,252.75816099999994,304.4474689999999,124.89547000000002,0.0
1,111.127174,138.91216200000002,70.31223099999998,0.0
2,114.12858499999993,165.25221399999998,70.06311799999999,0.0
3,135.31465699999998,157.61684299999996,80.46443000000001,0.0
4,89.03678500000001,162.40948599999996,62.606671,0.0
5,107.12870900000003,175.95415000000006,71.866883,0.0
6,125.16187699999999,142.04673300000002,66.92943,0.0
7,133.672054,124.844622,58.535721999999986,0.0
8,138.62758899999997,187.34995499999997,63.23725400000001,0.0
9,144.64847199999997,173.773941,70.034427,0.0
10,124.61311600000002,148.30306499999998,71.61929699999999,0.0
11,148.12076799999997,146.17461700000004,61.234628,0.0
12,129.89943099999996,133.169031,50.82857300000001,0.0
