minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1131,4.212636016666666,5.074124483333332,2.081591166666667,0.0
1133,2.683333333333333,3.283333333333333,2.1666666666666665,0.0
1134,2.8666666666666667,3.933333333333333,2.1666666666666665,0.0
1135,3.3333333333333335,3.6166666666666667,2.466666666666667,0.0
1136,2.2,3.75,1.8666666666666667,0.0
1137,2.65,4.0,2.216666666666667,0.0
1138,3.1166666666666667,3.3333333333333335,2.1,0.0
1139,3.2666666666666666,2.8333333333333335,1.7666666666666666,0.0
1140,3.466666666666667,4.266666666666667,1.9666666666666666,0.0
1141,3.55,4.033333333333333,2.25,0.0
1142,3.033333333333333,3.433333333333333,2.2666666666666666,0.0
1143,3.6333333333333333,3.3833333333333333,1.8833333333333333,0.0
1144,3.15,2.9833333333333334,1.55,0.0
