minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1131,17.899738321621232,34.4871259185137,9.352438158358188,0.0
1133,18.391458711953764,36.30215336100353,10.492144508632926,0.0
1134,18.57193241549741,35.48747422327023,10.044953192633857,0.0
1135,18.018723609338572,33.46632239133799,9.741053761877252,0.0
1136,18.060236858425277,35.285361717673915,10.059811380233441,0.0
1137,17.632013047016393,34.31748913121597,9.850691408246545,0.0
1138,18.630207048825838,35.09029081784117,10.047407657803264,0.0
1139,19.249860538721883,36.93978161163195,10.050709998839494,0.0
1140,18.047564606781826,34.42870286297264,9.586817498013927,0.0
1141,17.6864411742705,34.32167595225554,9.636465269340723,0.0
1142,18.35126662514097,35.556561591733605,10.019012143941273,0.0
1143,18.40838346618042,35.71345539838048,9.628365254379636,0.0
1144,,,,
