timestamp,igpm,voltage,current,power_factor,discard
2023-08-29 19:30:48.700426,14.575,122.41,0.21492,0.554,0
2023-08-29 19:30:48.950980,14.114411764705881,122.41,0.21932,0.5137,0
2023-08-29 19:30:49.201527,14.590022831050227,122.44,0.22631,0.5469,0
2023-08-29 19:30:49.452082,30.57145874457165,122.21,0.49632,0.9079,0
2023-08-29 19:30:49.702658,42.76270365295157,122.17,0.539,0.9776,0
2023-08-29 19:30:49.953246,50.352981109558456,122.14,0.54486,0.978,0
2023-08-29 19:30:50.203796,55.64097588481046,122.15,0.55715,0.9776,0
2023-08-29 19:30:50.454361,45.24900678052371,122.47,0.30495,0.6158,0
2023-08-29 19:30:50.704926,36.629579776480234,122.44,0.21201,0.681,0
2023-08-29 19:30:50.955521,30.262038564601855,122.46,0.16941,0.7714,0
2023-08-29 19:30:51.206120,25.53873178715695,122.49,0.15,0.807,0
2023-08-29 19:30:51.456682,31.841754194382617,122.29,0.44544,0.8492,0
2023-08-29 19:30:51.707268,41.20373524400251,122.17,0.53462,0.9606,0
2023-08-29 19:30:51.957822,47.0276135572569,122.2,0.50942,0.9716,0
2023-08-29 19:30:52.208371,52.37662424734838,122.16,0.54229,0.9778,0
2023-08-29 19:30:52.458958,48.799047637636065,122.3,0.43702,0.7576,0
2023-08-29 19:30:52.709500,39.22295643616338,122.48,0.2371,0.5837,0
2023-08-29 19:30:52.960044,31.93670447354063,122.48,0.21026,0.5815,0
2023-08-29 19:30:53.210619,25.924539928129402,122.52,0.19301,0.504,0
2023-08-29 19:30:53.461167,31.760134302693984,122.27,0.49077,0.7559,0
2023-08-29 19:30:53.711721,39.87362576898756,122.17,0.49942,0.9636,0
2023-08-29 19:30:53.962296,47.38837617122104,122.13,0.54346,0.978,0
2023-08-29 19:30:54.212840,52.501662762342626,122.11,0.53951,0.978,0
2023-08-29 19:30:54.463423,50.945065718861485,122.26,0.47282,0.8185,0
2023-08-29 19:30:54.713976,40.09379077277168,122.48,0.21612,0.5583,0
2023-08-29 19:30:54.964539,33.197706172354245,122.43,0.21526,0.6492,0
2023-08-29 19:30:55.215107,27.963950398192015,122.38,0.16123,0.7984,0
2023-08-29 19:30:55.465661,27.641750457970954,122.23,0.31328,0.7022,0
2023-08-29 19:30:55.716206,37.97505804334538,122.0,0.52354,0.972,0
2023-08-29 19:30:55.966770,45.89731919288169,122.0,0.5396,0.978,0
2023-08-29 19:30:56.217320,51.44311093395825,122.02,0.5395,0.978,0
2023-08-29 19:30:56.467911,53.45909991891103,122.1,0.52623,0.9052,0
2023-08-29 19:30:56.718494,39.93970542488379,122.46,0.16698,0.4105,0
2023-08-29 19:30:56.969038,33.04425648134792,122.4,0.25146,0.5509,0
2023-08-29 19:30:57.219584,28.333561691951147,122.38,0.23902,0.5928,0
2023-08-29 19:30:57.470175,24.31458252711478,122.36,0.24207,0.5043,0
2023-08-29 19:30:57.720730,35.603428723467516,122.07,0.53687,0.9452,0
2023-08-29 19:30:57.971326,44.00661102508634,122.04,0.53405,0.976,0
2023-08-29 19:30:58.221880,50.064633227596254,122.06,0.5377,0.9782,0
2023-08-29 19:30:58.472441,54.934946360151145,122.05,0.55543,0.978,0
2023-08-29 19:30:58.723017,40.80225615349926,122.48,0.16034,0.3985,0
2023-08-29 19:30:58.973563,32.78377680589656,122.46,0.2296,0.5005,0
2023-08-29 19:30:59.224166,27.97154271322499,122.41,0.23325,0.5864,0
2023-08-29 19:30:59.474781,23.007579140431243,122.43,0.24109,0.3871,0
2023-08-29 19:30:59.725348,36.87880688261902,122.02,0.60013,0.9456,0
2023-08-29 19:30:59.975906,44.79166541054466,122.05,0.53029,0.9773,0
2023-08-29 19:31:00.226498,50.71256609783412,122.04,0.54062,0.9781,0
2023-08-29 19:31:00.477051,55.438596441945116,122.04,0.5568,0.9781,0
2023-08-29 19:31:00.727632,43.666417206906544,122.39,0.25045,0.5285,0
2023-08-29 19:31:00.978192,34.92909188769684,122.42,0.21482,0.553,0
2023-08-29 19:31:01.228760,29.54376425359052,122.36,0.23729,0.5848,0
2023-08-29 19:31:01.479317,23.273474922256568,122.42,0.16826,0.4196,0
2023-08-29 19:31:01.729878,35.64743252191126,122.05,0.55161,0.9583,0
2023-08-29 19:31:01.980444,43.486902799189615,122.06,0.51789,0.9773,0
2023-08-29 19:31:02.231003,49.616831977961546,122.05,0.53546,0.9781,0
2023-08-29 19:31:02.481563,54.33348239455293,122.04,0.54781,0.9774,0
2023-08-29 19:31:02.732171,45.12393766254667,122.39,0.31291,0.6172,0
2023-08-29 19:31:02.982744,36.872156355227396,122.43,0.24902,0.5779,0
2023-08-29 19:31:03.233305,29.467509443285287,122.46,0.19397,0.5132,0
2023-08-29 19:31:03.483883,23.538186607287475,122.42,0.18216,0.4351,0
2023-08-29 19:31:03.734461,32.967730628454525,122.09,0.49048,0.918,0
2023-08-29 19:31:03.985019,42.462211442281635,122.03,0.54181,0.9773,0
2023-08-29 19:31:04.235616,48.99944801073627,122.02,0.53817,0.9784,0
2023-08-29 19:31:04.486179,53.57551360807356,122.06,0.53836,0.9778,0
2023-08-29 19:31:04.736736,45.92355952499813,122.32,0.35557,0.6454,0
2023-08-29 19:31:04.987314,37.45049166699227,122.38,0.25463,0.5674,0
2023-08-29 19:31:05.237905,29.764344166573014,122.44,0.19219,0.5028,0
2023-08-29 19:31:05.488464,25.96144091648974,122.39,0.23421,0.5961,0
2023-08-29 19:31:05.739125,31.697608641660413,122.21,0.51072,0.7223,0
2023-08-29 19:31:05.989689,41.723726049306165,122.09,0.54653,0.9759,0
2023-08-29 19:31:06.240246,48.455208234581946,122.06,0.53738,0.9782,0
2023-08-29 19:31:06.490805,53.80414576424498,122.09,0.55586,0.9767,0
2023-08-29 19:31:06.741389,47.92950203494257,122.31,0.39803,0.7029,0
2023-08-29 19:31:06.991950,39.34275142443021,122.44,0.24749,0.6372,0
2023-08-29 19:31:07.242509,30.753825997080433,122.5,0.19012,0.46,0
2023-08-29 19:31:07.493066,26.875778197949753,122.42,0.24447,0.5957,0
2023-08-29 19:31:07.743652,30.99274473856969,122.28,0.47311,0.7017,0
2023-08-29 19:31:07.994244,40.578421317006715,122.12,0.52682,0.9784,0
2023-08-29 19:31:08.244802,47.540394921908735,122.15,0.53395,0.978,0
2023-08-29 19:31:08.495354,52.63547644533818,122.15,0.54023,0.9778,0
2023-08-29 19:31:08.745902,49.47423351173583,122.29,0.44172,0.7793,0
2023-08-29 19:31:08.996472,39.05666345821301,122.5,0.20751,0.5802,0
2023-08-29 19:31:09.247043,30.15255442074787,122.52,0.17091,0.4478,0
2023-08-29 19:31:09.497598,25.396488094523043,122.49,0.22798,0.5121,0
2023-08-29 19:31:09.748177,29.688741666166425,122.25,0.48238,0.6733,0
2023-08-29 19:31:09.998748,38.676519166316936,122.08,0.505,0.9675,0
2023-08-29 19:31:10.249305,46.39056341642211,122.09,0.53936,0.9778,0
2023-08-29 19:31:10.499885,51.31039439149559,122.16,0.52668,0.9759,0
2023-08-29 19:31:10.750441,51.03877607404691,122.25,0.48593,0.8485,0
2023-08-29 19:31:11.000797,40.45694325183272,122.48,0.21787,0.5908,0
2023-08-29 19:31:11.251357,31.50796027628283,122.51,0.18132,0.4784,0
2023-08-29 19:31:11.501950,25.903372193397946,122.47,0.21292,0.4919,0
2023-08-29 19:31:11.752505,27.89196053537857,122.36,0.42994,0.6184,0
2023-08-29 19:31:12.003100,35.94397237476502,122.23,0.46466,0.9637,0
2023-08-29 19:31:12.253688,43.66148066233553,122.16,0.51645,0.9775,0
2023-08-29 19:31:12.504239,48.881036463634885,122.17,0.511,0.9781,0
2023-08-29 19:31:12.754789,53.911125524544424,122.15,0.54953,0.978,0
2023-08-29 19:31:13.005343,45.01758786718109,122.44,0.26649,0.7437,0
2023-08-29 19:31:13.255917,36.31021150702676,122.48,0.20619,0.6333,0
2023-08-29 19:31:13.506488,28.117838054918725,122.53,0.17389,0.4225,0
2023-08-29 19:31:13.757040,24.376886638443104,122.51,0.23516,0.5432,0
2023-08-29 19:31:14.007607,36.10032064691018,122.15,0.55632,0.9338,0
2023-08-29 19:31:14.258161,44.11532445283713,122.14,0.52642,0.977,0
2023-08-29 19:31:14.508721,50.168027116985996,122.13,0.53817,0.9782,0
2023-08-29 19:31:14.759274,54.9764189818902,122.12,0.55461,0.9774,0
2023-08-29 19:31:15.009828,46.23069328732314,122.41,0.30121,0.7004,0
2023-08-29 19:31:15.260384,35.89848530112619,122.51,0.18973,0.5073,0
2023-08-29 19:31:15.510952,28.040559710788333,122.5,0.18184,0.4357,0
2023-08-29 19:31:15.761546,24.80519179755183,122.44,0.23769,0.5929,0
2023-08-29 19:31:16.012128,34.80683425828629,122.15,0.51555,0.9233,0
2023-08-29 19:31:16.262716,43.5143839808004,122.13,0.53458,0.9777,0
2023-08-29 19:31:16.513276,49.76236878656028,122.13,0.5385,0.9783,0
2023-08-29 19:31:16.763824,54.503758150592205,122.09,0.54914,0.978,0
2023-08-29 19:31:17.014375,46.88623070541455,122.33,0.33252,0.7157,0
2023-08-29 19:31:17.264928,35.51196149379018,122.46,0.16852,0.4347,0
2023-08-29 19:31:17.515494,29.048773045653128,122.41,0.22183,0.5144,0
2023-08-29 19:31:17.766064,25.46624113195719,122.43,0.23919,0.5842,0
2023-08-29 19:31:18.016637,34.158368792370034,122.15,0.48241,0.9238,0
2023-08-29 19:31:18.267190,42.87415815465902,122.08,0.52936,0.9781,0
2023-08-29 19:31:18.517763,49.20171070826132,122.08,0.53564,0.9782,0
2023-08-29 19:31:18.768318,54.021297495782925,122.1,0.54658,0.9779,0
2023-08-29 19:31:19.018915,47.32160824704805,122.36,0.37782,0.6855,0
2023-08-29 19:31:19.269470,39.14762577293363,122.42,0.29389,0.558,0
2023-08-29 19:31:19.520043,30.696438041053536,122.5,0.18598,0.4818,0
2023-08-29 19:31:19.770613,25.097106628737475,122.47,0.20665,0.4754,0
2023-08-29 19:31:20.021167,31.940374640116232,122.27,0.50905,0.7697,0
2023-08-29 19:31:20.271740,41.38696224808137,122.16,0.53214,0.9757,0
2023-08-29 19:31:20.522308,48.18017357365696,122.16,0.53572,0.9784,0
2023-08-29 19:31:20.772861,53.628121501559875,122.14,0.55582,0.9772,0
2023-08-29 19:31:21.023426,49.21808505109191,122.29,0.41989,0.7581,0
2023-08-29 19:31:21.273991,39.65315953576434,122.45,0.24048,0.5887,0
2023-08-29 19:31:21.524550,30.305501675035032,122.5,0.16797,0.4128,0
