,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
0,85.08972700000001,51.505965,78.556445,68.744742
1,130.00372700000003,92.108773,142.34919299999996,71.90520400000001
2,94.60459199999997,61.48455000000001,142.87219199999996,100.69622900000002
3,71.75450499999998,48.42955499999999,117.286543,56.65155399999999
4,110.67443499999997,79.52611800000001,189.70865199999997,80.28965799999997
5,91.80650499999999,57.67046099999999,98.50184399999998,107.31904399999998
6,84.82382199999996,43.394226999999994,160.369644,89.11645700000003
7,104.32184799999997,39.197244999999995,160.33674099999996,102.05611999999998
8,70.312871,48.882528000000015,120.23298,81.55889999999998
9,87.21596399999999,56.632146,192.436846,78.49524399999999
10,93.04581,76.129552,214.64889600000006,80.67285300000003
11,22.896134,11.428923000000003,19.507239000000002,15.307549999999999
