minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1193,2.3,1.9,1.9333333333333333,1.8333333333333333
1194,3.1666666666666665,2.75,3.0833333333333335,1.9
1195,2.3333333333333335,2.0,3.2333333333333334,2.6333333333333333
1196,1.95,1.8833333333333333,2.5833333333333335,1.5833333333333333
1197,2.683333333333333,2.466666666666667,3.85,2.1
1198,2.3833333333333333,1.9666666666666666,2.2,2.816666666666667
1199,2.2,1.5666666666666667,3.466666666666667,2.4
1200,2.6666666666666665,1.3166666666666667,3.316666666666667,2.6
1201,1.85,1.8,2.566666666666667,2.2
1202,2.25,1.85,3.7666666666666666,2.0833333333333335
1203,2.283333333333333,2.2666666666666666,4.083333333333333,2.0833333333333335
1204,0.6333333333333333,0.45,0.38333333333333336,0.43333333333333335
