minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1193,13.424632116493013,7.559220440510732,19.817662428765637,18.349419178663812
1194,17.0847057620575,10.826134942551663,26.329199480333383,21.134435347489866
1195,15.004505242479741,9.315339158342166,25.09900472415691,19.98533665259555
1196,13.46259387776119,8.64173984346614,22.648334257582796,16.972555719750616
1197,15.682264304443171,13.382785781416453,31.859205581668967,20.278635259810457
1198,13.403667081894348,8.393338964251244,22.307895253847843,18.292840837699103
1199,14.877449330677615,10.374441853751152,27.370737191005954,19.187635963164087
1200,16.380652015100946,11.117276262381267,26.158895027573703,17.236554169268267
1201,15.769854924225054,10.339643246621325,27.459148968173086,16.789073322879972
1202,17.997418666321106,11.605204950216287,36.4969159432055,20.699278589294053
1203,17.728209770767773,11.573632483678477,44.197236263980706,20.32710366509101
1204,14.681549840292186,10.200926887720021,28.179595366241387,14.060186618989714
