minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1193,18.777601868165352,9.560788535045782,27.73140180760976,19.696450958695426
1194,23.845632029957855,13.66159672115767,36.7435699433447,23.943642709942033
1195,19.173457829093913,12.206315231154424,32.65220621812288,24.36566095691316
1196,17.987348152466158,11.77871080501768,30.110937763906037,20.302125216923425
1197,19.217099036686943,18.49058282999918,41.57916421133344,24.76557281743366
1198,15.92759274814978,11.936021888398766,31.207923952333555,21.39215889254647
1199,17.600320436208026,14.712428226483008,38.52795995834713,21.774901725160294
1200,19.423359887731205,16.517540661602343,37.42268299076558,17.786866349261377
1201,19.22238510745564,15.065571706638671,39.59333799545231,18.92983406991727
1202,22.53058834436049,17.049968878012265,48.94949333847304,23.723417360032705
1203,22.32537515565272,16.698876463827737,59.635910624681784,23.992994761353444
1204,18.6574960488694,12.364466105121185,37.640198680060806,17.098967938364712
