minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1123,6.473770554324237,3.1226406476374815,5.4596658773351265
1124,6.01193930869921,2.943935264900219,5.611609461717794
1125,5.6980564172487,3.5150992277169397,4.804830399089162
1126,5.19242954136496,3.2004709828812743,5.032094398759407
1127,5.270840700253411,3.6506738358021216,4.533065125422817
1128,5.138776903355984,3.7250366030702113,4.1619964548053545
1129,5.414423825012726,3.9708953672344975,4.587536863601993
1130,5.911519843224909,3.869164724112716,3.7911211621868177
1131,5.83208675575012,3.623310745201755,4.840683233696496
1132,6.666199593018101,3.079689772601912,4.753218287439648
1133,6.143664083102721,3.283220174585528,5.911809871541215
