minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1123,12.585032208213624,4.473246453591755,16.433163927979788
1124,12.887946567038552,5.541474641381139,16.31989638440421
1125,12.28436973110249,4.689658621970496,16.649372912644292
1126,12.174749916136925,5.397545349019263,17.425539111764067
1127,12.880599720873024,6.291180479786066,17.084050572461255
1128,12.496439611712574,7.034920192587923,17.5292123592199
1129,13.455989331522257,6.513300010023776,17.033282088577575
1130,12.724629948870014,7.401615327281535,15.52499682181164
1131,14.07000598561337,7.439016536369879,17.383496156329205
1132,13.503746097365072,7.650848260505865,17.052247404942882
1133,14.019384241669263,8.024590617790494,17.513123945273183
