minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1123,22.040626520423537,7.620777427047482,21.766514649068007
1124,22.258208771816488,8.629692401345261,22.49274064155701
1125,20.456991830644203,8.752355345019911,22.545629650933712
1126,19.487204146857927,9.903857157783401,23.68585061992423
1127,20.438323547272486,11.581911593892503,23.446705506773032
1128,19.831669609547973,13.113780399478436,23.34251214082654
1129,21.66768299786504,12.39938816444262,23.088717086493794
1130,21.064262531393847,14.277342705674505,20.204898103228757
1131,22.24484211952919,14.294576999953549,23.43571417538391
1132,21.913605418001666,14.012974540428846,23.06424175912685
1133,22.04344145739166,14.926760660548341,24.341338709959608
