minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1097,32.55336419427377,26.78328159954042,8.617963277830711,0.0
1099,30.046015308467716,25.35938401628697,8.837555478274208,0.0
1100,30.584255273266077,26.87465006311079,8.995926241338278,0.0
1101,30.719735818016495,24.787831534467625,8.667862250987756,0.0
1102,29.950070959708157,24.967695081048227,8.52155589706454,0.0
1103,27.9517147044843,24.81694595797229,8.638655044330696,0.0
1104,30.7302128777687,26.2751501361494,8.81094163548135,0.0
1105,30.803715800637598,25.773105280221383,8.377355228917002,0.0
1106,30.107035494030782,25.422049901709975,8.759635596074679,0.0
1107,29.939371544909623,26.09629753626955,8.84403568036185,0.0
1108,32.07801206891901,26.2803388353326,8.932168860880306,0.0
1109,31.84370052155095,25.76421711322707,8.086535017810496,0.0
1110,,,,
