minutes,pyaes-0-0.0.1,video_processing-0-0.0.1,image_processing-0-0.0.1,dd-0-0.0.1
1234,26.92871466291723,54.19260744507992,12.321257338801388,11.622193259238284
1235,28.78841987574359,35.24750557799911,21.6185021515091,10.347185237968434
1236,36.30284149243816,38.26447468837835,18.975566137324442,13.3380584238456
1237,33.74094594632134,40.06264969155365,18.96804141281387,13.452071126031383
1238,32.516885645549934,47.2310896246468,17.91905437038612,12.205565433083265
1239,33.645911144318454,41.8521699175923,20.373501931365464,10.254242180790328
1240,30.252206691707794,35.19999457886498,20.880756926169894,9.96110518492761
1241,29.49893807862073,47.96461115791382,24.57940518124321,6.828084657681535
1242,38.6919883218093,39.999790022910084,22.20883961008364,9.799871004759611
1243,34.33403757663013,46.82569029475323,22.41859515352971,10.258458983922763
1244,32.346746251726515,40.23980115272538,26.176266599280343,11.856055538751695
1245,24.470857445466873,44.853178242847086,25.834114883869113,9.182498127016771
1246,32.751397023681484,37.136804270172824,24.037616136070643,6.423032991151063
