timestamp,energy_pkg,unit,event_name,counter_runtime,pct_time_counter_running,energy_ram,retired_instructions
2023-04-17 23:23:33.001018,21.06,Joules,power/energy-pkg/,1001025713,100.0,,
2023-04-17 23:23:34.002114,17.5,Joules,power/energy-pkg/,1001086391,100.0,,
2023-04-17 23:23:35.003220,18.6,Joules,power/energy-pkg/,1001096591,100.0,,
2023-04-17 23:23:36.004009,22.51,Joules,power/energy-pkg/,1000782833,100.0,,
2023-04-17 23:23:37.005087,23.14,Joules,power/energy-pkg/,1001058083,100.0,,
2023-04-17 23:23:38.006174,20.55,Joules,power/energy-pkg/,1001084020,100.0,,
2023-04-17 23:23:39.007261,19.7,Joules,power/energy-pkg/,1001079571,100.0,,
2023-04-17 23:23:40.008002,19.7,Joules,power/energy-pkg/,1000736418,100.0,,
2023-04-17 23:23:41.009094,19.25,Joules,power/energy-pkg/,1001077931,100.0,,
2023-04-17 23:23:42.010196,18.64,Joules,power/energy-pkg/,1001081853,100.0,,
2023-04-17 23:23:43.011287,20.28,Joules,power/energy-pkg/,1001093371,100.0,,
2023-04-17 23:23:44.012004,20.92,Joules,power/energy-pkg/,1000697357,100.0,,
2023-04-17 23:23:45.013078,19.21,Joules,power/energy-pkg/,1001070841,100.0,,
2023-04-17 23:23:46.014158,19.04,Joules,power/energy-pkg/,1001070300,100.0,,
2023-04-17 23:23:47.015244,18.2,Joules,power/energy-pkg/,1001076410,100.0,,
2023-04-17 23:23:48.015988,19.96,Joules,power/energy-pkg/,1000721576,100.0,,
2023-04-17 23:23:49.017078,18.35,Joules,power/energy-pkg/,1001090482,100.0,,
2023-04-17 23:23:50.018162,22.19,Joules,power/energy-pkg/,1001063160,100.0,,
2023-04-17 23:23:51.019250,21.14,Joules,power/energy-pkg/,1001088648,100.0,,
2023-04-17 23:23:52.020010,20.13,Joules,power/energy-pkg/,1000746588,100.0,,
2023-04-17 23:23:53.021111,17.53,Joules,power/energy-pkg/,1001093304,100.0,,
2023-04-17 23:23:54.022208,20.23,Joules,power/energy-pkg/,1001075171,100.0,,
2023-04-17 23:23:55.023278,17.87,Joules,power/energy-pkg/,1001073237,100.0,,
2023-04-17 23:23:56.023989,18.95,Joules,power/energy-pkg/,1000688428,100.0,,
2023-04-17 23:23:57.025068,18.76,Joules,power/energy-pkg/,1001066154,100.0,,
2023-04-17 23:23:58.026140,18.4,Joules,power/energy-pkg/,1001073092,100.0,,
2023-04-17 23:23:59.027220,17.84,Joules,power/energy-pkg/,1001058515,100.0,,
2023-04-17 23:24:00.028002,17.38,Joules,power/energy-pkg/,1000785594,100.0,,
2023-04-17 23:24:01.029087,17.64,Joules,power/energy-pkg/,1001076464,100.0,,
2023-04-17 23:24:02.030207,16.06,Joules,power/energy-pkg/,1001104099,100.0,,
2023-04-17 23:24:03.031342,15.57,Joules,power/energy-pkg/,1001131482,100.0,,
2023-04-17 23:24:04.032022,16.96,Joules,power/energy-pkg/,1000653711,100.0,,
2023-04-17 23:24:05.033078,18.53,Joules,power/energy-pkg/,1001056880,100.0,,
2023-04-17 23:24:06.034179,17.24,Joules,power/energy-pkg/,1001093230,100.0,,
2023-04-17 23:24:07.035313,15.73,Joules,power/energy-pkg/,1001125602,100.0,,
2023-04-17 23:24:08.036007,17.99,Joules,power/energy-pkg/,1000683292,100.0,,
2023-04-17 23:24:09.037103,19.77,Joules,power/energy-pkg/,1001086633,100.0,,
2023-04-17 23:24:10.038193,15.4,Joules,power/energy-pkg/,1001065385,100.0,,
2023-04-17 23:24:11.039273,18.64,Joules,power/energy-pkg/,1001082579,100.0,,
2023-04-17 23:24:12.040005,18.95,Joules,power/energy-pkg/,1000722346,100.0,,
2023-04-17 23:24:13.041091,19.09,Joules,power/energy-pkg/,1001061758,100.0,,
2023-04-17 23:24:14.041818,19.34,Joules,power/energy-pkg/,1000743015,100.0,,
2023-04-17 23:24:15.042902,19.0,Joules,power/energy-pkg/,1001047929,100.0,,
2023-04-17 23:24:16.043969,19.74,Joules,power/energy-pkg/,1001079293,100.0,,
2023-04-17 23:24:17.045089,18.65,Joules,power/energy-pkg/,1001100566,100.0,,
2023-04-17 23:24:18.046183,18.95,Joules,power/energy-pkg/,1001082409,100.0,,
2023-04-17 23:24:19.047262,21.49,Joules,power/energy-pkg/,1001058788,100.0,,
2023-04-17 23:24:20.048006,20.95,Joules,power/energy-pkg/,1000742026,100.0,,
2023-04-17 23:24:21.048337,19.76,Joules,power/energy-pkg/,1000335505,100.0,,
2023-04-17 23:24:22.049426,18.96,Joules,power/energy-pkg/,1001053956,100.0,,
2023-04-17 23:24:23.050497,18.78,Joules,power/energy-pkg/,1001090906,100.0,,
2023-04-17 23:24:24.051605,21.42,Joules,power/energy-pkg/,1001080058,100.0,,
2023-04-17 23:24:25.051993,19.53,Joules,power/energy-pkg/,1000363920,100.0,,
2023-04-17 23:24:26.053071,18.49,Joules,power/energy-pkg/,1001074907,100.0,,
2023-04-17 23:24:27.054143,17.67,Joules,power/energy-pkg/,1001059505,100.0,,
