minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1221,1.2126657329313817,4.011537556117885,5.684844649280685
1222,1.1061210476829617,6.533066958847053,4.940481191046358
1223,1.2119416138583268,6.650614075844478,4.713728476187215
