minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1221,3.931186447386936,3.800954493489187,3.389232328590232
1222,3.4164438784213758,6.190117845369543,3.0914547284839635
1223,3.2596397343230405,6.301494402686493,3.3872085163347196
