minutes,2_pyaes_1500-0-0.0.1,3_pyaes_1000-0-0.0.1,5_pyaes_250-0-0.0.1,1_pyaes_2000-0-0.0.1
845,0.6361201500000001,0.8281885166666664,0.8474420333333335,0.8527987333333333
846,0.6400995666666667,0.6550137166666664,0.7675625000000001,0.6874581833333333
847,0.9713741666666666,0.7148850000000001,0.7416058666666665,0.7908813999999998
848,0.7719342333333334,0.6335061999999999,0.7486414833333332,0.7370659666666665
849,0.41700571666666675,0.7816736666666666,0.7230631833333333,0.66445615
