minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
56,19.35724378475977,27.91050759635291,54.30657454384782
57,22.001521137618308,29.30190641771139,51.59135510244954
58,20.944481886030896,28.363595851449904,52.711761881541186
59,19.297087564477103,22.525065849401418,56.71513266591965
60,30.40422808427506,40.83009802495728,74.1991515241412
