minutes,dd-0-0.0.1,pyaes-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
24,10.47021239166714,29.36299138646912,20.402782697263987,40.614522037250225
25,13.93387779006214,23.1229103291074,19.698819221463584,43.45059321466193
26,14.432868412440556,25.649418138939108,19.08105112488044,37.20542701851793
27,8.938454563053103,30.022263823406835,23.365503209976147,40.32048282208089
28,13.638165028313313,26.158897905404995,20.69402937014362,37.57696935821926
29,12.501421034069057,33.80432185892862,26.346038767526966,37.44235011010269
30,8.381259290970727,22.107764476536634,20.057926331046882,42.990016567071436
