minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1
1213,10.850937534939925,4.149217190285452,5.610781580557724,4.472217718095073
1214,10.47506105417837,8.147668066187313,5.483939138032827,6.309838988030452
1215,15.982456045567888,6.711013192947835,7.343670912447738,4.168444296439468
