,timestamp,target,perf_rapl,minutes
0,2023-08-05 21:16:48.290,dd-0-0.0.1,10.883729121663592,1276
1,2023-08-05 21:16:48.290,image_processing-0-0.0.1,-0.0025566239638063907,1276
2,2023-08-05 21:16:48.290,pyaes-0-0.0.1,25.488777076319398,1276
3,2023-08-05 21:16:49.291,dd-0-0.0.1,9.723751874789782,1276
4,2023-08-05 21:16:49.291,image_processing-0-0.0.1,0.0027538275491216686,1276
5,2023-08-05 21:16:49.291,pyaes-0-0.0.1,24.156398094163947,1276
6,2023-08-05 21:16:51.291,dd-0-0.0.1,6.5534812562612785,1276
7,2023-08-05 21:16:51.291,image_processing-0-0.0.1,12.567655314536871,1276
8,2023-08-05 21:16:51.291,pyaes-0-0.0.1,12.607131919911504,1276
9,2023-08-05 21:16:52.292,dd-0-0.0.1,12.24727273315471,1276
10,2023-08-05 21:16:52.292,image_processing-0-0.0.1,11.297170000592622,1276
11,2023-08-05 21:16:52.292,pyaes-0-0.0.1,13.389990538804744,1276
12,2023-08-05 21:16:53.292,dd-0-0.0.1,6.3899873525154645,1276
13,2023-08-05 21:16:53.292,image_processing-0-0.0.1,12.016597156868942,1276
14,2023-08-05 21:16:53.292,pyaes-0-0.0.1,15.799522805032069,1276
15,2023-08-05 21:16:54.293,dd-0-0.0.1,2.853362124489828,1276
16,2023-08-05 21:16:54.293,image_processing-0-0.0.1,17.530040670030267,1276
17,2023-08-05 21:16:54.293,pyaes-0-0.0.1,12.300184591653695,1276
18,2023-08-05 21:16:55.293,dd-0-0.0.1,5.026889530499139,1276
19,2023-08-05 21:16:55.293,image_processing-0-0.0.1,20.268983161713553,1276
20,2023-08-05 21:16:55.293,pyaes-0-0.0.1,7.459187504313666,1276
21,2023-08-05 21:16:58.294,dd-0-0.0.1,5.191545288972734,1276
22,2023-08-05 21:16:58.294,image_processing-0-0.0.1,-0.0030041035633870516,1276
23,2023-08-05 21:16:58.294,pyaes-0-0.0.1,6.832931930505455,1276
24,2023-08-05 21:16:59.294,dd-0-0.0.1,15.534301280622286,1276
25,2023-08-05 21:16:59.294,image_processing-0-0.0.1,-0.00362480842531616,1276
26,2023-08-05 21:16:59.294,pyaes-0-0.0.1,-0.006544470229424399,1276
27,2023-08-05 21:17:01.295,dd-0-0.0.1,12.60867655388842,1277
28,2023-08-05 21:17:01.295,image_processing-0-0.0.1,10.509676227977144,1277
29,2023-08-05 21:17:01.295,pyaes-0-0.0.1,14.338913998282463,1277
30,2023-08-05 21:17:02.295,dd-0-0.0.1,13.400338904146727,1277
31,2023-08-05 21:17:02.295,image_processing-0-0.0.1,14.346907047330605,1277
32,2023-08-05 21:17:02.295,pyaes-0-0.0.1,6.91790861802457,1277
33,2023-08-05 21:17:03.296,dd-0-0.0.1,6.297343197674183,1277
