minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1304,7.805739743333653,5.000648875885732,5.227053895810275,8.047085501480929
1305,8.877473709761752,7.900272371792631,5.725383765735151,7.520765968234947
1306,9.859023360763995,7.770708832820668,4.737550751232258,6.771316051341329
1307,7.381793733148924,1.382997884833175,4.49573025131774,2.83609304426882
