minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
81,1.9166666666666667,0.9833333333333333,2.0
82,2.1166666666666667,1.1333333333333333,1.4833333333333334
83,1.2166666666666666,0.9,3.1166666666666667
84,1.45,0.8166666666666667,2.933333333333333
85,1.5833333333333333,0.7166666666666667,2.8833333333333333
86,1.2,0.9833333333333333,3.0
87,1.2,0.8666666666666667,3.0166666666666666
88,1.8833333333333333,0.7833333333333333,2.5
89,0.95,0.9166666666666666,3.1666666666666665
90,1.0666666666666667,0.5666666666666667,3.2666666666666666
91,0.9333333333333333,1.0833333333333333,3.0
92,1.35,0.7333333333333333,2.9
93,1.3,0.5166666666666667,3.066666666666667
94,1.1,0.6333333333333333,3.1166666666666667
95,0.8,0.6666666666666666,3.3333333333333335
96,0.6666666666666666,0.45,1.5333333333333334
