timestamp,sensor,target,power,socket,INSTRUCTIONS_RETIRED,LLC_MISSES,cpu-cycles,formula,predict,ratio,scope,time_enabled,time_running
1677612602074,sensor,optimistic_faraday,0.012327577036422422,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.012327577036422422,0.48950046527139046,cpu,0,0
1677612603074,sensor,optimistic_faraday,0.015047366626357965,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.015047366626357965,0.5691182912490041,cpu,0,0
1677612604074,sensor,optimistic_faraday,0.010095786350647788,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.010095786350647788,0.30407278587529707,cpu,0,0
1677612605075,sensor,optimistic_faraday,0.0096354215273887,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.0096354215273887,0.18728138481406928,cpu,0,0
1677612606075,sensor,optimistic_faraday,0.009267644421268817,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.009267644421268817,0.41414242303175586,cpu,0,0
1677612607076,sensor,optimistic_faraday,0.013666475348352043,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.013666475348352043,0.49799840069500667,cpu,0,0
1677612608076,sensor,optimistic_faraday,0.011215576202485728,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.011215576202485728,0.5149406200147401,cpu,0,0
1677612609076,sensor,optimistic_faraday,0.009209937958209123,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.009209937958209123,0.40948773003363736,cpu,0,0
1677612610077,sensor,optimistic_faraday,0.010720736508689805,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.010720736508689805,0.4525480037968459,cpu,0,0
1677612611077,sensor,optimistic_faraday,0.02604891416303544,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02604891416303544,0.6772057839539649,cpu,0,0
1677612612078,sensor,optimistic_faraday,0.010058602256493125,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.010058602256493125,0.43643432722656184,cpu,0,0
1677612613078,sensor,optimistic_faraday,0.012375665755638832,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.012375665755638832,0.4644068055082527,cpu,0,0
1677612614078,sensor,optimistic_faraday,0.014420926395326144,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.014420926395326144,0.3551731443222441,cpu,0,0
1677612615079,sensor,optimistic_faraday,0.012993097818141383,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.012993097818141383,0.23883393611922088,cpu,0,0
1677612616079,sensor,optimistic_faraday,0.012451049902804842,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.012451049902804842,0.4955681597619099,cpu,0,0
1677612617079,sensor,optimistic_faraday,0.01269230626597225,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.01269230626597225,0.47125242989455585,cpu,0,0
1677612618080,sensor,optimistic_faraday,0.009149590002122048,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.009149590002122048,0.4144922555781929,cpu,0,0
1677612619080,sensor,optimistic_faraday,0.010414458778694574,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.010414458778694574,0.427105207604191,cpu,0,0
1677612620081,sensor,optimistic_faraday,0.0099274081027999,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.0099274081027999,0.4500615651992348,cpu,0,0
1677612621081,sensor,optimistic_faraday,0.009678159529959906,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.009678159529959906,0.4051352132962104,cpu,0,0
1677612622082,sensor,optimistic_faraday,0.011867618596706007,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.011867618596706007,0.487601120922117,cpu,0,0
1677612623082,sensor,optimistic_faraday,0.011012519892329669,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.011012519892329669,0.4687406305495975,cpu,0,0
1677612624083,sensor,optimistic_faraday,0.014467931425095424,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.014467931425095424,0.36976835166509137,cpu,0,0
1677612625083,sensor,optimistic_faraday,0.013144340226606521,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.013144340226606521,0.28345909248921336,cpu,0,0
1677612626084,sensor,optimistic_faraday,0.029226833466745365,0,251651,251651,251651,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.029226833466745365,0.6971224369785911,cpu,170684,170684
1677612627084,sensor,optimistic_faraday,0.011379958345497323,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.011379958345497323,0.5046722234737553,cpu,170684,170684
1677612628085,sensor,optimistic_faraday,0.01089724242739117,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.01089724242739117,0.5071490263076602,cpu,170684,170684
1677612629085,sensor,optimistic_faraday,0.009545407572686432,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.009545407572686432,0.42519067387526555,cpu,170684,170684
1677612630085,sensor,optimistic_faraday,0.010926027928330573,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.010926027928330573,0.42852588964095595,cpu,170684,170684
1677612631086,sensor,optimistic_faraday,0.008840467587328099,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.008840467587328099,0.3940240114230858,cpu,170684,170684
1677612632086,sensor,optimistic_faraday,0.01353365566048812,0,0,0,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.01353365566048812,0.5063683775715524,cpu,170684,170684
