seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
79323,7.73,,,14.058,,,,,,,,,3.672676,2.32,3.0,3.3,6.327999999999999
79324,4.98,,,14.058,,,,,79701589864.0,6079856.0,0.03325566666666666,1.0,3.672676,2.32,3.0,2.7,9.078
79325,8.46,,,14.058,,,,,79707669720.0,7262648.0,0.0499155,2.0,6.079856,2.32,1.0,2.6,5.597999999999999
79326,9.9,,,14.058,,,,,79714932368.0,4987987.0,0.0665945,3.0,7.262648,2.32,1.0,2.3,4.1579999999999995
79327,6.61,,,14.058,,,,,79719920355.0,4530955.0,0.08328435000000001,4.0,4.987987,2.29,2.0,2.2,7.4479999999999995
79328,6.16,,,14.058,123.34,0.14298,0.7972,0.0,79724451310.0,3946016.0,0.09996028333333333,5.0,4.530955,2.29,2.0,2.2,7.898
79329,5.39,,,12.036235294117645,123.38,0.15289,0.5631,0.0,79728397326.0,3900342.0,0.11663045,6.0,3.946016,2.29,2.0,2.2,6.646235294117646
79330,5.33,,,14.049761883876146,123.38,0.17776,0.4472,0.0,79732297668.0,3814544.0,0.13329631666666666,7.0,3.900342,2.29,2.0,2.1,8.719761883876146
79331,5.14,,,14.820216771953968,123.37,0.18125,0.4797,0.0,79736112212.0,3775596.0,0.14998826666666665,8.0,3.814544,2.11,0.0,2.0,9.680216771953969
79332,5.13,,,15.401997014786314,123.35,0.20492,0.5711,0.0,79739887808.0,3308518.0,0.16665956666666668,9.0,3.775596,2.11,0.0,2.0,10.271997014786315
79333,4.4,,,14.955765734165016,123.34,0.21711,0.549,0.0,79743196326.0,3672123.0,0.1833327,10.0,3.308518,2.11,0.0,1.9,10.555765734165016
79334,5.11,,,13.717346022827584,123.39,0.1695,0.4101,0.0,79746868449.0,4491813.0,0.20000398333333333,12.0,3.672123,2.11,0.0,2.0,8.607346022827585
79335,6.21,,,15.47632970432815,123.35,0.15001,0.778,0.0,79751360262.0,3519126.0,0.21668,13.0,4.491813,2.11,0.0,1.8,9.26632970432815
79336,4.79,,,13.735079615380902,123.39,0.17044,0.4208,0.0,79754879388.0,3901842.0,0.2333537,14.0,3.519126,2.11,0.0,1.8,8.945079615380902
79337,5.31,,,16.25125513242894,123.32,0.22868,0.7184,0.0,79758781230.0,3699068.0,0.250027,15.0,3.901842,1.94,0.0,1.8,10.941255132428942
79338,5.04,,,15.217079913542568,123.37,0.14483,0.809,0.0,79762480298.0,3233590.0,0.2666971666666667,16.0,3.699068,1.94,0.0,1.8,10.177079913542567
79339,4.39,,,13.140427659381132,123.38,0.17403,0.4201,0.0,79765713888.0,4037230.0,0.2833682,17.0,3.23359,1.94,0.0,1.8,8.750427659381131
79340,5.54,,,16.699939247642032,123.3,0.2657,0.5816,0.0,79769751118.0,3759082.0,0.30004254999999996,18.0,4.03723,1.94,0.0,1.8,11.159939247642033
79341,5.07,,,14.642200176351135,123.35,0.20494,0.5348,0.0,79773510200.0,3099860.0,0.31671563333333336,19.0,3.759082,1.78,0.0,1.8,9.572200176351135
79342,4.23,,,13.199359156111555,123.37,0.19267,0.458,0.0,79776610060.0,3626957.0,0.33338961666666667,20.0,3.09986,1.78,0.0,1.8,8.969359156111555
79343,4.94,,,13.531751133727003,123.37,0.22997,0.4095,0.0,79780237017.0,3592257.0,0.35006360000000003,21.0,3.626957,1.78,0.0,1.8,8.591751133727001
