minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,4.496589353279395,3.830909782808463,4.696101183198784,
1035,7.870600473348679,5.892753553311605,8.752779051862314,
1036,7.004947793624879,4.625949865309347,6.44948291312887,
1037,8.946564804587364,9.652062557473336,12.411179821916912,
1038,8.519546742044716,8.18654342448984,9.868364211851626,
1039,3.6068093916973467,4.592542141349334,6.151150999634218,
1040,6.594828706989009,5.370813006273775,8.644403069831268,
1041,6.547641696133555,4.293902252785865,5.194527560281653,
1042,5.313109458980898,5.210094976449722,9.109429515769415,
1043,5.0008326177996985,5.646790356986961,6.120675128309689,
1044,8.458401115549627,7.788851209698802,12.086878558224278,
1045,6.378479675561853,5.189489486402969,11.39976585796133,
1046,3.7661267526478217,2.96261221632763,6.527090009028763,
1047,8.086922059586245,7.310049683643345,10.13653047738992,
