minutes,cnn_image_classification-0-0.0.1,cp,image_processing-0-0.0.1,pyaes-0-0.0.1
1033,12.344579382150418,,6.518019995466655,5.412481102120192
1035,23.008315111843263,,11.40880948450452,8.32554642499795
1036,16.953670862072638,,10.154004779811167,6.535749376741229
1037,32.625105073531685,,12.968470924415174,13.63686673678535
1038,25.940839141416348,,12.349487946116627,11.566315598341761
1039,16.16944968695413,,5.228241648923257,6.488549446476659
1040,22.723428594046926,,9.559517670316598,7.588125418648511
1041,13.654786240569521,,9.491117855230561,6.0666176222288755
1042,23.945837492990734,,7.7016046987888505,7.3610557802309335
1043,16.08933816504915,,7.248944574631467,7.97803859333394
1044,31.772618609290195,,12.26085445419243,11.004438206533594
1045,29.96641449613648,,9.245909465953085,7.331943420034287
1046,17.157675613797732,,5.459179736152156,4.1857113695922905
1047,26.645764274715415,,11.722377905761222,10.327965943190023
