minutes,cnn_image_classification-0-0.0.1,cp,image_processing-0-0.0.1,pyaes-0-0.0.1
1033,,,,
1035,29.1971291860459,,9.262333639782398,11.909788713590757
1036,14.442863553226235,,6.356936200334472,11.94070058571585
1037,26.95523634840831,,10.653754490983653,21.373416419069958
1038,28.09852486462092,,11.496477209411728,8.802232719996942
1039,22.821945050311964,,9.004840611551836,14.350368117091648
1040,17.60683783598967,,13.966215803301203,14.629464224637902
1041,15.259797084836464,,10.697123252028332,8.47220251985819
1042,32.627060989404995,,11.953664026322626,9.867467482533298
1043,24.36730645618743,,11.297851543434236,10.158140690104094
1044,21.58041051586059,,9.193678452253035,9.34312858180194
1045,26.849263442933708,,15.32827576950242,9.674653768251146
1046,17.006178115221733,,11.006373009400848,10.645437097108344
1047,29.10840477581991,,16.039367458954374,25.266956069884582
1048,,,,
