minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1033,10.382296951645326,7.962311818950086,7.1587242277397225,
1035,20.50490692491752,13.819592964656154,15.055107780590864,
1036,19.58231605298475,11.640914858393334,11.903427130870408,
1037,19.860753383049985,19.287972268710874,18.190324351349354,
1038,19.97534951221244,17.27847882814837,15.27604872835352,
1039,10.973305399526764,12.577503964417748,12.355451809548198,
1040,20.404470456521647,14.958528695336941,17.658133094214296,
1041,25.60099481891741,15.113015517250679,13.409295434604715,
1042,18.436979970153864,16.27472651512514,20.86989042879302,
1043,14.198934344609881,14.432518910561292,11.473627065073938,
1044,17.951283890753373,14.88016286431792,16.93594231106714,
1045,18.972382892021308,13.894930523127288,22.386623976642692,
1046,13.487066092416075,9.550462439158801,15.43228102597162,
1047,28.605570865815018,23.276341951449428,23.67252918364065,
