timestamp,energy_pkg,unit,event_name,counter_runtime,pct_time_counter_running,energy_ram,retired_instructions
2023-02-07 16:46:44.000970,18.88,Joules,power/energy-pkg/,1000979928,100.0,,
2023-02-07 16:46:45.002066,22.52,Joules,power/energy-pkg/,1001082047,100.0,,
2023-02-07 16:46:46.003153,20.76,Joules,power/energy-pkg/,1001075570,100.0,,
2023-02-07 16:46:47.004290,19.99,Joules,power/energy-pkg/,1001119986,100.0,,
2023-02-07 16:46:48.004958,22.38,Joules,power/energy-pkg/,1000638369,100.0,,
2023-02-07 16:46:49.006037,16.92,Joules,power/energy-pkg/,1001076909,100.0,,
2023-02-07 16:46:50.007116,18.61,Joules,power/energy-pkg/,1001052427,100.0,,
2023-02-07 16:46:51.008197,17.91,Joules,power/energy-pkg/,1001077133,100.0,,
2023-02-07 16:46:52.008956,19.7,Joules,power/energy-pkg/,1000732827,100.0,,
2023-02-07 16:46:53.010037,21.24,Joules,power/energy-pkg/,1001064292,100.0,,
2023-02-07 16:46:54.011116,17.56,Joules,power/energy-pkg/,1001073075,100.0,,
2023-02-07 16:46:55.012192,17.5,Joules,power/energy-pkg/,1001061790,100.0,,
2023-02-07 16:46:56.012954,18.17,Joules,power/energy-pkg/,1000737230,100.0,,
2023-02-07 16:46:57.014031,15.26,Joules,power/energy-pkg/,1001075306,100.0,,
2023-02-07 16:46:58.014610,15.47,Joules,power/energy-pkg/,1000581446,100.0,,
2023-02-07 16:46:59.015752,14.64,Joules,power/energy-pkg/,1001107499,100.0,,
2023-02-07 16:47:00.016846,16.6,Joules,power/energy-pkg/,1001078618,100.0,,
2023-02-07 16:47:01.016954,15.17,Joules,power/energy-pkg/,1000081070,100.0,,
2023-02-07 16:47:02.018023,15.04,Joules,power/energy-pkg/,1001057872,100.0,,
2023-02-07 16:47:03.018694,13.23,Joules,power/energy-pkg/,1000688811,100.0,,
2023-02-07 16:47:04.019841,14.92,Joules,power/energy-pkg/,1001106803,100.0,,
2023-02-07 16:47:05.020916,15.16,Joules,power/energy-pkg/,1001062941,100.0,,
2023-02-07 16:47:06.022019,14.73,Joules,power/energy-pkg/,1001077115,100.0,,
2023-02-07 16:47:07.023099,14.04,Joules,power/energy-pkg/,1001073254,100.0,,
2023-02-07 16:47:08.024255,18.56,Joules,power/energy-pkg/,1001145837,100.0,,
2023-02-07 16:47:09.024953,20.49,Joules,power/energy-pkg/,1000669895,100.0,,
2023-02-07 16:47:10.026025,21.68,Joules,power/energy-pkg/,1001069030,100.0,,
2023-02-07 16:47:11.027171,19.33,Joules,power/energy-pkg/,1001120111,100.0,,
2023-02-07 16:47:12.028246,20.19,Joules,power/energy-pkg/,1001071635,100.0,,
2023-02-07 16:47:13.028973,18.87,Joules,power/energy-pkg/,1000714199,100.0,,
2023-02-07 16:47:14.030057,19.73,Joules,power/energy-pkg/,1001069061,100.0,,
2023-02-07 16:47:15.031155,20.92,Joules,power/energy-pkg/,1001082716,100.0,,
2023-02-07 16:47:16.032248,20.39,Joules,power/energy-pkg/,1001064183,100.0,,
2023-02-07 16:47:17.032973,20.66,Joules,power/energy-pkg/,1000720146,100.0,,
2023-02-07 16:47:18.034054,22.48,Joules,power/energy-pkg/,1001055312,100.0,,
2023-02-07 16:47:19.035108,22.78,Joules,power/energy-pkg/,1001041318,100.0,,
2023-02-07 16:47:20.036176,21.03,Joules,power/energy-pkg/,1001051995,100.0,,
