timestamp,queue_len,mem_pct,sys_cpu_pct,load_avg,num_running_funcs,num_containers,cpu_us,cpu_sy,cpu_wa,gpu_queue_len
2023-09-19 16:45:38.621034611,0,0.0,0.0,0.36333333333333334,0,0,0.0,0.0,0.0,0
2023-09-19 16:45:43.625499665,0,0.0,3.689482470784641,0.36083333333333334,0,0,0.7846410684474123,1.4858096828046745,1.4190317195325544,0
2023-09-19 16:45:48.625972961,0,0.0,2.052052052052052,0.35250000000000004,0,0,0.9342676009342675,1.0844177510844177,0.033366700033366704,0
2023-09-19 16:45:53.625325125,0,0.0,1.9833333333333334,0.3441666666666667,0,0,0.8166666666666665,1.1500000000000001,0.016666666666666666,0
2023-09-19 16:45:58.626527134,0,0.0,1.9846564376250835,0.33666666666666667,0,0,0.7838559039359573,1.1674449633088726,0.033355570380253496,0
2023-09-19 16:46:03.627435090,0,0.0,2.103154732098147,0.3225,0,0,0.7511266900350526,1.0181939576030712,0.33383408446002333,0
2023-09-19 16:46:08.628134901,0,0.0,2.469547805773402,0.31,0,0,0.7842482896712832,1.0512264308359753,0.6340730852661438,0
2023-09-19 16:46:13.628889292,0,0.0,2.53671562082777,0.29833333333333334,0,0,0.8344459279038717,1.0847797062750333,0.6174899866488652,0
2023-09-19 16:46:18.631014227,0,0.0,3.234950808737702,0.28833333333333333,0,0,1.183925295981324,1.183925295981324,0.8671002167750541,0
2023-09-19 16:46:23.630876129,0,0.0,1.5186915887850465,0.27166666666666667,0,0,0.8344459279038717,0.6508678237650201,0.03337783711615487,0
2023-09-19 16:46:28.631606650,0,0.0,0.5169251292312823,0.25666666666666665,0,0,0.13340003335000833,0.35017508754377186,0.03335000833750208,0
2023-09-19 16:46:33.633924933,0,0.0,0.7172643869891576,0.24250000000000002,0,0,0.316930775646372,0.3836530442035029,0.016680567139282735,0
2023-09-19 16:46:38.633197134,0,0.0,0.41673612268711446,0.22999999999999998,0,0,0.03333888981496916,0.36672778796466077,0.01666944490748458,0
2023-09-19 16:46:43.630625028,0,15.048828125,9.21074587018188,0.21833333333333335,3,3,5.673285499749707,2.8032704822292676,0.7341898882029033,0
2023-09-19 16:46:48.631542145,2,0.5712890625,33.70561760293382,0.23416666666666666,4,6,29.371561926987834,4.2007001166861135,0.13335555925987663,1
2023-09-19 16:46:53.632291421,3,0.6591796875,32.25483655770514,0.24833333333333332,4,7,29.853235490326885,2.3182121414276184,0.08338892595063375,1
2023-09-19 16:46:58.633193018,5,0.7470703125,33.59986673330002,0.2625,4,8,26.153589871730805,7.379643511577544,0.06663334999167084,1
2023-09-19 16:47:03.634125113,4,0.7470703125,31.743119266055043,0.27416666666666667,4,8,24.253544620517097,7.4395329441201,0.0500417014178482,1
2023-09-19 16:47:08.634896438,12,0.7470703125,33.22779536743876,0.28583333333333333,4,8,32.97783702716214,0.24995834027662056,0.0,1
2023-09-19 16:47:13.635839766,15,0.7470703125,33.000166583374984,0.2966666666666667,4,8,29.535232383808097,3.4316175245710476,0.03331667499583542,1
2023-09-19 16:47:18.636618996,10,0.8349609375000001,31.943286071726444,0.30583333333333335,4,9,24.520433694745623,7.356130108423686,0.06672226855713094,1
2023-09-19 16:47:23.637234801,7,0.9472656249999999,32.326435246996,0.315,4,10,27.386515353805073,4.8397863818424565,0.10013351134846463,1
2023-09-19 16:47:28.638030352,8,0.9472656249999999,31.75979983319433,0.3233333333333333,4,10,29.02418682235196,2.7022518765638033,0.03336113427856547,1
2023-09-19 16:47:33.639005490,7,0.9472656249999999,32.21129811698051,0.33083333333333337,4,10,24.462589568405267,7.732044659223463,0.016663889351774704,1
2023-09-19 16:47:38.639534704,7,0.9472656249999999,31.943981327109036,0.33749999999999997,4,10,23.924641547182393,8.019339779926643,0.0,1
2023-09-19 16:47:43.640355825,3,0.9472656249999999,31.11444778111445,0.3441666666666667,4,10,24.724724724724727,6.3730397063730395,0.016683350016683352,1
2023-09-19 16:47:48.641288565,2,0.9472656249999999,32.072012002000335,0.35000000000000003,4,10,28.9714952492082,3.0838473078846476,0.01666944490748458,1
2023-09-19 16:47:53.642300153,5,0.9472656249999999,31.1655827913957,0.34833333333333333,4,10,30.298482574620643,0.8337502084375521,0.03335000833750208,1
2023-09-19 16:47:58.643021179,6,0.9472656249999999,33.13333333333333,0.3541666666666667,4,10,30.183333333333334,2.9500000000000006,0.0,1
2023-09-19 16:48:03.643898911,5,0.9472656249999999,32.46709978344162,0.35916666666666663,4,10,26.88655672163918,5.547226386806598,0.03331667499583542,1
2023-09-19 16:48:08.644785443,10,0.9472656249999999,32.41080360120039,0.36333333333333334,4,10,24.158052684228075,8.236078692897632,0.01667222407469156,1
2023-09-19 16:48:13.645552711,6,0.9472656249999999,32.422070345057506,0.3675,4,10,29.788298049674943,2.6337722953825637,0.0,1
2023-09-19 16:48:18.646286795,3,0.9472656249999999,31.44286905754796,0.37166666666666665,4,10,25.35446205170976,6.071726438698916,0.016680567139282735,1
2023-09-19 16:48:23.646692492,2,0.9472656249999999,32.833333333333336,0.3758333333333333,4,10,26.616666666666667,6.216666666666666,0.0,1
2023-09-19 16:48:28.647122606,2,15.947265625000002,32.665999332666,0.37916666666666665,4,11,26.44310977644311,5.171838505171838,1.0510510510510511,1
2023-09-19 16:48:33.647949204,7,2.87109375,30.530011703728476,0.38166666666666665,4,11,23.725129576993815,5.818425012539709,0.9864571141949506,1
2023-09-19 16:48:38.648588697,7,4.970703125,32.79426475491831,0.385,4,11,25.04168056018673,7.719239746582195,0.03334444814938312,1
