minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1379,-4.349955514690172,-62.70032815113747,14.528111754936278,-85.73129477653035
1380,-9.003115017318857,-84.05947591629328,8.106251490525903,-87.76273995577326
1381,-5.375460135080855,-63.67609775841543,9.914737921677792,-68.4903563421992
1382,-4.500774019126985,-57.49476264106878,11.666797873539828,-76.31334801517887
1383,-17.750104196856462,-80.66371447148285,12.859044469533956,-102.7238919393742
1384,-2.4026428426253625,-46.572313610153344,7.7319518719178655,-72.09614797781008
1385,-4.243449766676978,-33.27564299364379,8.85971640086426,-36.917875563072954
1386,2.44991411687679,-14.061349511940756,12.882934016657767,-37.740364304179046
1387,-3.867125096416393,-10.043753507831422,15.803927032688536,-39.99082612840327
1388,-6.3478735992849264,-38.47641226224505,13.04985281794939,-54.388024651875924
1389,-9.90275555368903,-47.69185933275052,8.61586862462734,-40.62221465945758
1390,-2.9300033840338777,-16.969714705588647,9.988280284060309,-45.14837363317524
1391,1.5232674940393267,0.30301499817242733,6.576526941172778,-20.228145282425867
1392,-16.79543553980614,-74.28718637483281,2.4840088662283772,-43.71144173919367
1393,-5.196951681329384,-25.341814895102868,9.059302595887257,-41.91282138121657
1394,2.09191071185998,12.938133689868334,17.45997882212881,-44.56294381750266
1395,4.72488425215333,19.139078844428436,9.356047207095132,-3.705001002365761
1396,6.814450249492051,30.925511522939946,13.176602660402235,-0.8600495897509725
1397,6.14125436189443,15.676290060627295,20.20184311967399,1.598472343831672
1398,4.489758439103504,36.82923638924602,7.261614887682417,5.106352825983671
1399,-3.699989959808877,32.23251061481868,10.327867897778203,-14.122925542639136
1400,-3.2433343979246714,2.2388087414220483,7.567543875981997,-26.67022147040151
1401,-8.256810911072845,-34.47677640838653,7.836324610185017,-51.53874846110838
1402,-24.94659012873651,-162.00106163346766,5.8611856245910765,-560.7478152183071
1403,-16.223362876694402,-214.2790455649817,2.9005964710433143,
1404,-1323.6051378918498,-3099.15880006159,,
