,0
0,0.1587059893940085
1,2.8111354746882977
2,4.438168399337699
3,4.822083062956831
4,6.7615640666860255
5,9.05395346269669
6,9.371114384216938
7,9.406375438259449
8,9.759691339191523
9,10.082690635874588
10,10.39730656686185
11,10.938629022837794
12,11.559012438218213
13,12.108505737258744
14,12.529172348755022
15,13.125307961574077
16,13.643896049889307
17,14.382861530337468
18,15.550521647926397
19,15.714251903886373
20,15.820240079095257
21,17.844783675123026
22,17.988971204259666
23,18.137333459264706
24,18.3229079058311
25,18.60374089831242
26,19.46798967445873
27,20.22265847216692
28,20.960809854479418
29,21.153277323237766
30,23.342587364209116
31,23.496772624909955
32,28.86458728325164
33,34.69822828970926
34,35.25759528510453
35,37.82727097014287
36,38.09660268835765
37,38.5047477715668
38,49.480928760750146
39,49.500846287696035
40,49.87303792155443
41,52.71667285157749
42,87.79891587546341
43,169.4637166541729
